"","seqnames","start","end","width","strand","Conc","Conc_none","Conc_Estrogen","Fold","p.value","FDR"
"912","chr8",102474970,102475353,384,"*",6.38,2.11,7.35,-5.23,4.53e-16,1.28e-14
"913","chr7",33885674,33886262,589,"*",6.49,1.03,7.47,-6.44,4.54e-16,1.28e-14
"914","chr14",95109943,95110559,617,"*",6.15,1.05,7.13,-6.07,4.56e-16,1.29e-14
"915","chr2",9307995,9308992,998,"*",7.7,4.21,8.63,-4.42,4.59e-16,1.29e-14
"916","chr16",82117526,82117940,415,"*",6.69,-0.2,7.68,-7.88,4.66e-16,1.31e-14
"917","chr14",70322005,70322568,564,"*",7.02,3.18,7.97,-4.79,4.69e-16,1.32e-14
"918","chr17",13649828,13650333,506,"*",6.33,0.61,7.32,-6.71,4.72e-16,1.32e-14
"919","chr6",49509710,49510240,531,"*",6.11,1.39,7.08,-5.69,4.72e-16,1.33e-14
"920","chr1",6161103,6161470,368,"*",6.23,1.08,7.21,-6.14,4.75e-16,1.33e-14
"921","chr4",27170035,27171002,968,"*",7.53,4.27,8.45,-4.18,4.75e-16,1.33e-14
"922","chr4",38464118,38464636,519,"*",6.72,3.31,7.65,-4.35,4.86e-16,1.36e-14
"923","chr6",1832929,1833346,418,"*",6.43,2.91,7.37,-4.46,4.89e-16,1.37e-14
"924","chr22",32975556,32976272,717,"*",6.02,1.28,6.99,-5.71,4.92e-16,1.37e-14
"925","chr1",8257997,8258431,435,"*",6.75,-0.2,7.75,-7.94,5.06e-16,1.41e-14
"926","chr11",69069106,69069859,754,"*",8.01,4.63,8.94,-4.31,5.1e-16,1.42e-14
"927","chr13",93876656,93877321,666,"*",8.06,5.25,8.95,-3.7,5.18e-16,1.44e-14
"928","chr1",109788760,109789262,503,"*",7.61,4.14,8.54,-4.41,5.27e-16,1.47e-14
"929","chr5",139088366,139089302,937,"*",7.76,4.11,8.7,-4.59,5.4e-16,1.5e-14
"930","chr20",18205639,18206274,636,"*",6.08,0.97,7.06,-6.08,5.43e-16,1.5e-14
"931","chr2",212287658,212288278,621,"*",7.15,3.98,8.07,-4.08,5.6e-16,1.55e-14
"932","chr4",38622698,38623316,619,"*",6.55,2.79,7.5,-4.71,5.64e-16,1.56e-14
"933","chr2",95699797,95700458,662,"*",6.81,2.74,7.76,-5.02,5.71e-16,1.58e-14
"934","chr5",30849936,30850685,750,"*",6.54,2.49,7.49,-5.01,5.71e-16,1.58e-14
"935","chr4",159082723,159083120,398,"*",6.24,1.88,7.21,-5.32,5.96e-16,1.64e-14
"936","chr16",30867972,30868605,634,"*",6.2,1.8,7.16,-5.36,6.06e-16,1.67e-14
"937","chr12",69186810,69187351,542,"*",6.08,1.59,7.04,-5.45,6.11e-16,1.68e-14
"938","chr4",86410413,86410934,522,"*",6.44,2.31,7.4,-5.09,6.25e-16,1.72e-14
"939","chr9",100484628,100485015,388,"*",6.66,2.78,7.61,-4.83,6.26e-16,1.72e-14
"940","chr12",97894241,97894812,572,"*",6.8,3.53,7.72,-4.19,6.32e-16,1.73e-14
"941","chr10",76581260,76582267,1008,"*",7.12,3.59,8.06,-4.47,6.42e-16,1.76e-14
"942","chr2",109588800,109589183,384,"*",6.25,1.31,7.23,-5.92,6.62e-16,1.81e-14
"943","chr4",104699719,104700333,615,"*",6.07,0.92,7.05,-6.13,6.7e-16,1.83e-14
"944","chr21",16582224,16583135,912,"*",9.51,6.63,10.4,-3.77,6.88e-16,1.88e-14
"945","chr11",119780602,119781107,506,"*",6.57,2.23,7.53,-5.3,6.93e-16,1.89e-14
"946","chr3",42896884,42897615,732,"*",6.21,2.33,7.16,-4.83,7.01e-16,1.91e-14
"947","chr10",43555874,43556308,435,"*",6.29,1.74,7.26,-5.52,7.03e-16,1.92e-14
"948","chr16",5026732,5027259,528,"*",6.55,2.44,7.51,-5.07,7.13e-16,1.94e-14
"949","chr10",36653238,36653673,436,"*",6.26,0.22,7.25,-7.03,7.16e-16,1.94e-14
"950","chr7",156518537,156519026,490,"*",6.68,2.81,7.63,-4.81,7.17e-16,1.95e-14
"951","chr3",107705336,107705879,544,"*",6.61,-0.2,7.6,-7.8,7.18e-16,1.95e-14
"952","chr11",117173805,117174211,407,"*",6.67,-0.2,7.66,-7.86,7.21e-16,1.95e-14
"953","chr14",104396452,104397036,585,"*",7.84,4.6,8.76,-4.16,7.21e-16,1.95e-14
"954","chr2",11672325,11673100,776,"*",8.96,6.21,9.85,-3.64,7.34e-16,1.98e-14
"955","chr14",60085787,60086276,490,"*",6.36,2.56,7.3,-4.75,7.37e-16,1.99e-14
"956","chr3",64328490,64328924,435,"*",6.53,-0.2,7.52,-7.72,7.76e-16,2.09e-14
"957","chr3",73715595,73716130,536,"*",6.19,0.47,7.17,-6.7,7.8e-16,2.1e-14
"958","chr2",11652688,11653255,568,"*",6.74,-0.2,7.73,-7.93,7.9e-16,2.13e-14
"959","chr2",20414912,20415501,590,"*",6.13,0.92,7.11,-6.19,7.91e-16,2.13e-14
"960","chr9",131955855,131956450,596,"*",7.52,4.08,8.45,-4.37,7.92e-16,2.13e-14
"961","chr14",100478587,100479154,568,"*",6.87,3.47,7.8,-4.33,8.07e-16,2.16e-14
"962","chr13",46694341,46694838,498,"*",6.23,1.31,7.21,-5.9,8.12e-16,2.18e-14
"963","chr17",70613842,70614556,715,"*",8.51,5.43,9.42,-3.98,8.25e-16,2.21e-14
"964","chr3",193979357,193979935,579,"*",6.69,2.42,7.65,-5.23,8.34e-16,2.23e-14
"965","chr20",43393747,43394796,1050,"*",9.08,6.24,9.98,-3.74,8.52e-16,2.28e-14
"966","chr3",107543204,107543934,731,"*",7.38,4.22,8.3,-4.08,8.57e-16,2.29e-14
"967","chr6",20210340,20210975,636,"*",7.96,4.17,8.91,-4.74,8.6e-16,2.29e-14
"968","chr6",43772324,43772816,493,"*",6.14,2.06,7.1,-5.04,8.79e-16,2.34e-14
"969","chr10",6339386,6340422,1037,"*",8.37,5.57,9.27,-3.7,8.92e-16,2.37e-14
"970","chr7",155373732,155374231,500,"*",6.33,0.89,7.31,-6.42,8.96e-16,2.38e-14
"971","chr9",82673993,82674478,486,"*",6.22,2.04,7.18,-5.14,9.12e-16,2.42e-14
"972","chr11",76746431,76747000,570,"*",6.62,3.07,7.55,-4.48,9.31e-16,2.47e-14
"973","chr1",15351963,15352604,642,"*",6.63,1.96,7.6,-5.64,9.34e-16,2.47e-14
"974","chr3",63906007,63906377,371,"*",6.24,0.89,7.22,-6.33,9.35e-16,2.48e-14
"975","chr5",19885124,19885592,469,"*",7.33,4.1,8.25,-4.16,9.41e-16,2.49e-14
"976","chr10",22972140,22972667,528,"*",6.75,-0.2,7.75,-7.94,9.49e-16,2.51e-14
"977","chr8",29412923,29413564,642,"*",7.42,4.52,8.32,-3.81,9.5e-16,2.51e-14
"978","chr16",85180831,85181471,641,"*",7.55,4.49,8.46,-3.97,9.51e-16,2.51e-14
"979","chr13",97932100,97932575,476,"*",6.1,0.58,7.08,-6.51,9.6e-16,2.53e-14
"980","chr1",112015823,112016347,525,"*",7.18,4.04,8.1,-4.06,9.68e-16,2.55e-14
"981","chr7",131899221,131899754,534,"*",6.3,2.27,7.26,-4.98,9.91e-16,2.61e-14
"982","chr7",921959,922727,769,"*",6.75,2.44,7.72,-5.28,1e-15,2.63e-14
"983","chr11",63358705,63359227,523,"*",6.48,1.71,7.45,-5.74,1.03e-15,2.69e-14
"984","chr15",41258266,41258810,545,"*",6.35,1.67,7.32,-5.65,1.07e-15,2.8e-14
"985","chr8",123858123,123858786,664,"*",6.83,3.66,7.75,-4.09,1.07e-15,2.8e-14
"986","chr10",80888107,80888732,626,"*",7.14,3.58,8.08,-4.5,1.08e-15,2.84e-14
"987","chr16",53133264,53134116,853,"*",7.39,3.92,8.33,-4.4,1.09e-15,2.84e-14
"988","chr19",43769017,43770126,1110,"*",7.17,3.98,8.09,-4.11,1.09e-15,2.85e-14
"989","chr10",3734555,3735090,536,"*",6.08,0.61,7.07,-6.46,1.15e-15,2.99e-14
"990","chr9",80110942,80111764,823,"*",6.05,2.24,7,-4.76,1.17e-15,3.04e-14
"991","chr18",21631157,21631819,663,"*",6.78,3.09,7.73,-4.64,1.17e-15,3.05e-14
"992","chr6",38229389,38230144,756,"*",6.9,2.43,7.87,-5.44,1.19e-15,3.09e-14
"993","chr20",46430112,46430495,384,"*",6.59,-0.2,7.58,-7.78,1.19e-15,3.09e-14
"994","chr22",31982004,31982967,964,"*",7.41,4.34,8.32,-3.98,1.21e-15,3.13e-14
"995","chr10",116267118,116267597,480,"*",6.2,1.29,7.18,-5.89,1.23e-15,3.18e-14
"996","chr2",11664378,11664953,576,"*",6.14,1.88,7.1,-5.22,1.23e-15,3.18e-14
"997","chr17",59939379,59939830,452,"*",6.55,-0.2,7.54,-7.74,1.26e-15,3.25e-14
"998","chr14",91860555,91861018,464,"*",6.11,0.51,7.09,-6.59,1.26e-15,3.25e-14
"999","chr1",51786991,51787578,588,"*",6.72,-0.2,7.71,-7.91,1.27e-15,3.27e-14
"1000","chr17",39663691,39664302,612,"*",6.17,1.31,7.15,-5.84,1.3e-15,3.34e-14
"1001","chr16",84611093,84611536,444,"*",6.16,0.71,7.15,-6.44,1.3e-15,3.34e-14
"1002","chr3",58082513,58082972,460,"*",6.16,0.92,7.14,-6.22,1.3e-15,3.34e-14
"1003","chr17",13224805,13225317,513,"*",5.93,0.74,6.91,-6.16,1.31e-15,3.36e-14
"1004","chr16",83946077,83946486,410,"*",6.36,0.22,7.35,-7.13,1.31e-15,3.36e-14
"1005","chr20",17626773,17627227,455,"*",6.27,2.19,7.23,-5.04,1.33e-15,3.4e-14
"1006","chr9",74394578,74395137,560,"*",6.13,0.54,7.12,-6.58,1.33e-15,3.41e-14
"1007","chr14",104392080,104392571,492,"*",6.64,-0.2,7.64,-7.83,1.34e-15,3.43e-14
"1008","chr4",163704309,163704802,494,"*",6.05,0.77,7.03,-6.26,1.35e-15,3.46e-14
"1009","chr14",64126441,64127013,573,"*",6.53,2.31,7.49,-5.18,1.37e-15,3.49e-14
"1010","chr11",65185728,65186604,877,"*",7.74,4.7,8.65,-3.95,1.38e-15,3.53e-14
"1011","chr17",55174033,55174583,551,"*",6.63,-0.2,7.62,-7.82,1.4e-15,3.57e-14
"1012","chr16",72948144,72948695,552,"*",7.61,4.36,8.53,-4.17,1.4e-15,3.57e-14
"1013","chr13",69260087,69261092,1006,"*",8.51,5.87,9.39,-3.52,1.4e-15,3.58e-14
"1014","chrX",102805249,102805718,470,"*",6.07,1.54,7.04,-5.5,1.41e-15,3.58e-14
"1015","chr7",140327925,140328351,427,"*",6.63,-0.2,7.63,-7.82,1.43e-15,3.63e-14
"1016","chr19",16114319,16114787,469,"*",6.28,1.97,7.24,-5.27,1.43e-15,3.63e-14
"1017","chr10",6338545,6339335,791,"*",7.47,4.47,8.38,-3.91,1.44e-15,3.64e-14
"1018","chrX",137093550,137094219,670,"*",6.65,2.36,7.62,-5.26,1.46e-15,3.69e-14
"1019","chr10",129721250,129721771,522,"*",6.32,0.61,7.3,-6.69,1.46e-15,3.69e-14
"1020","chr13",98925366,98925829,464,"*",6.21,0.61,7.19,-6.58,1.46e-15,3.7e-14
"1021","chr16",71442660,71443345,686,"*",6.18,1.97,7.14,-5.16,1.48e-15,3.73e-14
"1022","chr2",14318864,14319395,532,"*",7.07,3.85,7.99,-4.14,1.48e-15,3.73e-14
"1023","chr14",74251325,74251855,531,"*",7.93,4.66,8.86,-4.2,1.5e-15,3.77e-14
"1024","chr2",174850262,174850735,474,"*",6.39,-0.2,7.39,-7.58,1.51e-15,3.8e-14
"1025","chr20",3049518,3050030,513,"*",7.17,3.5,8.11,-4.61,1.51e-15,3.8e-14
"1026","chr15",99992605,99993068,464,"*",6.49,2.36,7.45,-5.09,1.51e-15,3.8e-14
"1027","chr10",90145300,90145679,380,"*",6.11,1.29,7.09,-5.8,1.51e-15,3.8e-14
"1028","chr5",95064310,95064768,459,"*",6.56,2.51,7.52,-5.01,1.52e-15,3.81e-14
"1029","chr15",70844257,70844776,520,"*",6.21,0.26,7.2,-6.94,1.54e-15,3.85e-14
"1030","chr19",3389848,3390399,552,"*",7.7,4.59,8.61,-4.02,1.54e-15,3.87e-14
"1031","chr17",72148734,72149189,456,"*",7.04,3.2,7.99,-4.78,1.56e-15,3.89e-14
"1032","chr1",27868370,27869278,909,"*",6.61,3.07,7.55,-4.48,1.56e-15,3.9e-14
"1033","chr6",164406739,164407261,523,"*",5.95,1.05,6.92,-5.87,1.56e-15,3.9e-14
"1034","chr5",19048737,19049431,695,"*",6.17,1.12,7.15,-6.02,1.62e-15,4.04e-14
"1035","chr15",70308441,70309000,560,"*",6.52,2.35,7.48,-5.13,1.62e-15,4.05e-14
"1036","chr5",175845147,175845837,691,"*",6.8,2.8,7.75,-4.95,1.64e-15,4.07e-14
"1037","chr20",809554,810436,883,"*",6.47,2.84,7.41,-4.57,1.68e-15,4.18e-14
"1038","chr9",135427998,135428678,681,"*",6.5,2.36,7.46,-5.1,1.68e-15,4.19e-14
"1039","chr6",93875599,93876157,559,"*",6.85,3.64,7.77,-4.13,1.7e-15,4.21e-14
"1040","chr20",46853114,46853609,496,"*",6.56,-0.2,7.55,-7.75,1.71e-15,4.25e-14
"1041","chr7",130578904,130579336,433,"*",5.92,1.15,6.89,-5.74,1.74e-15,4.3e-14
"1042","chr5",55646393,55647120,728,"*",6.82,3.4,7.75,-4.35,1.81e-15,4.49e-14
"1043","chr8",101019450,101019925,476,"*",6.11,1.8,7.07,-5.26,1.81e-15,4.49e-14
"1044","chr9",139895229,139895649,421,"*",6.27,1.39,7.24,-5.85,1.82e-15,4.49e-14
"1045","chrX",78156804,78157403,600,"*",6.33,1.91,7.3,-5.39,1.83e-15,4.51e-14
"1046","chr6",102056596,102057010,415,"*",5.93,1.63,6.89,-5.26,1.83e-15,4.51e-14
"1047","chr6",10598451,10598883,433,"*",6.08,1.63,7.05,-5.42,1.91e-15,4.71e-14
"1048","chr3",164097930,164098382,453,"*",6.57,-0.2,7.56,-7.76,1.93e-15,4.74e-14
"1049","chr1",115997981,115998700,720,"*",7.53,4.6,8.43,-3.84,1.94e-15,4.77e-14
"1050","chr14",96082958,96083343,386,"*",6.64,2.56,7.6,-5.04,1.96e-15,4.82e-14
"1051","chr20",36773216,36773776,561,"*",6.32,1.65,7.3,-5.65,1.97e-15,4.83e-14
"1052","chr2",108912026,108912858,833,"*",6.17,2.31,7.12,-4.81,1.98e-15,4.85e-14
"1053","chr20",49378014,49378663,650,"*",6.83,3.63,7.75,-4.12,1.98e-15,4.85e-14
"1054","chr3",14306729,14307494,766,"*",6.71,2.61,7.67,-5.05,1.98e-15,4.86e-14
"1055","chr10",127864398,127864847,450,"*",6.57,-0.2,7.56,-7.75,2e-15,4.89e-14
"1056","chr2",204984804,204985322,519,"*",6.02,0.92,7,-6.08,2e-15,4.89e-14
"1057","chr14",105498496,105499210,715,"*",7.55,4.19,8.48,-4.28,2.01e-15,4.91e-14
"1058","chr4",115247108,115247960,853,"*",7.64,4.77,8.54,-3.77,2.01e-15,4.91e-14
"1059","chr6",149353868,149354555,688,"*",6.82,3.08,7.76,-4.68,2.03e-15,4.95e-14
"1060","chr2",204979508,204979986,479,"*",6.54,-0.2,7.53,-7.73,2.04e-15,4.95e-14
"1061","chr21",36634076,36634993,918,"*",7.59,4.67,8.49,-3.82,2.04e-15,4.95e-14
"1062","chr14",54410142,54410579,438,"*",6.11,1.31,7.08,-5.78,2.04e-15,4.96e-14
"1063","chr6",83280340,83280719,380,"*",6.39,0.17,7.38,-7.2,2.06e-15,4.99e-14
"1064","chr10",61082788,61083392,605,"*",6.69,3.16,7.62,-4.46,2.11e-15,5.11e-14
"1065","chr8",124575785,124576592,808,"*",7.19,3.99,8.11,-4.12,2.11e-15,5.12e-14
"1066","chr20",51962632,51963334,703,"*",7.88,5.02,8.77,-3.75,2.12e-15,5.14e-14
"1067","chr5",55325565,55326318,754,"*",7.37,4.41,8.27,-3.86,2.13e-15,5.15e-14
"1068","chr13",109571468,109572312,845,"*",7.5,4.37,8.41,-4.04,2.13e-15,5.15e-14
"1069","chr16",57656273,57657046,774,"*",6.54,-0.2,7.54,-7.73,2.14e-15,5.15e-14
"1070","chr16",15090538,15091094,557,"*",6.33,1.03,7.31,-6.28,2.17e-15,5.22e-14
"1071","chr3",8498461,8498925,465,"*",6.82,3.41,7.75,-4.34,2.17e-15,5.23e-14
"1072","chr9",71907930,71908492,563,"*",6.17,2,7.13,-5.14,2.18e-15,5.25e-14
"1073","chr22",45327038,45327478,441,"*",5.96,1.82,6.92,-5.1,2.21e-15,5.32e-14
"1074","chr6",32521858,32522400,543,"*",6.04,0.86,7.02,-6.16,2.24e-15,5.39e-14
"1075","chr21",41712297,41712702,406,"*",6.2,0.89,7.18,-6.29,2.26e-15,5.42e-14
"1076","chr22",34261144,34261654,511,"*",5.88,1.17,6.85,-5.68,2.26e-15,5.43e-14
"1077","chr19",10973851,10974561,711,"*",6.06,1.37,7.03,-5.66,2.28e-15,5.46e-14
"1078","chr1",176721606,176722150,545,"*",6.76,3.13,7.7,-4.57,2.32e-15,5.54e-14
"1079","chr5",173193368,173193773,406,"*",5.97,1.31,6.95,-5.64,2.35e-15,5.61e-14
"1080","chr20",52703588,52703922,335,"*",7.03,3.72,7.95,-4.23,2.39e-15,5.71e-14
"1081","chr16",17067550,17068689,1140,"*",8.19,5.26,9.09,-3.82,2.4e-15,5.73e-14
"1082","chr14",67946620,67947236,617,"*",8.15,5.37,9.04,-3.67,2.45e-15,5.83e-14
"1083","chr10",115718291,115718719,429,"*",6.22,0.22,7.21,-6.99,2.48e-15,5.9e-14
"1084","chr12",125312639,125313434,796,"*",6.31,0.17,7.3,-7.13,2.5e-15,5.95e-14
"1085","chr1",116551294,116551665,372,"*",6.59,-0.2,7.58,-7.78,2.5e-15,5.95e-14
"1086","chr1",44533183,44533692,510,"*",6.45,2.45,7.41,-4.96,2.5e-15,5.95e-14
"1087","chrX",153877816,153878654,839,"*",8.07,5.04,8.98,-3.94,2.52e-15,5.98e-14
"1088","chr9",136700350,136701352,1003,"*",6.73,-0.2,7.72,-7.92,2.55e-15,6.04e-14
"1089","chr5",95008076,95008688,613,"*",6,2.03,6.95,-4.93,2.55e-15,6.05e-14
"1090","chr20",52402512,52403365,854,"*",9.26,6.94,10.11,-3.17,2.59e-15,6.12e-14
"1091","chr15",64188756,64189523,768,"*",8.14,5.16,9.04,-3.88,2.59e-15,6.12e-14
"1092","chr16",85924920,85925468,549,"*",7.04,3.89,7.96,-4.06,2.59e-15,6.12e-14
"1093","chr1",19753598,19754190,593,"*",5.86,1.43,6.83,-5.4,2.6e-15,6.14e-14
"1094","chr1",116832722,116833062,341,"*",6.41,-0.2,7.41,-7.6,2.65e-15,6.25e-14
"1095","chr11",45430439,45430932,494,"*",6.21,2.51,7.15,-4.64,2.65e-15,6.25e-14
"1096","chr14",95060211,95060752,542,"*",6.31,1.55,7.28,-5.74,2.66e-15,6.25e-14
"1097","chr5",15031320,15031773,454,"*",5.9,0.61,6.88,-6.27,2.67e-15,6.29e-14
"1098","chr10",115348964,115349720,757,"*",6.72,-0.2,7.71,-7.91,2.69e-15,6.32e-14
"1099","chr4",3829292,3829620,329,"*",7.42,3.92,8.35,-4.43,2.72e-15,6.38e-14
"1100","chr8",22601201,22601716,516,"*",6.58,2.3,7.54,-5.23,2.76e-15,6.47e-14
"1101","chr9",110006026,110006528,503,"*",7.13,3.92,8.05,-4.13,2.77e-15,6.48e-14
"1102","chr9",132087130,132087564,435,"*",6.46,2,7.42,-5.42,2.78e-15,6.5e-14
"1103","chr12",120517663,120518274,612,"*",5.98,0.97,6.96,-5.98,2.83e-15,6.62e-14
"1104","chr9",97755233,97755807,575,"*",7.42,4.28,8.33,-4.06,2.87e-15,6.71e-14
"1105","chr3",197079843,197080417,575,"*",6.81,3.2,7.75,-4.55,2.9e-15,6.76e-14
"1106","chr7",133332439,133332870,432,"*",6.02,0.97,6.99,-6.02,2.9e-15,6.77e-14
"1107","chr7",75456812,75457430,619,"*",6.39,1.9,7.36,-5.46,2.93e-15,6.82e-14
"1108","chr9",110856078,110856643,566,"*",5.86,1,6.84,-5.83,2.94e-15,6.84e-14
"1109","chr2",204974289,204974837,549,"*",7.02,3.57,7.95,-4.38,2.95e-15,6.86e-14
"1110","chr18",41456588,41457125,538,"*",6.87,3.33,7.81,-4.48,2.96e-15,6.88e-14
"1111","chr14",65106026,65106559,534,"*",5.89,0.95,6.87,-5.92,3e-15,6.97e-14
"1112","chr10",115816755,115817208,454,"*",6.47,-0.2,7.46,-7.66,3.01e-15,6.99e-14
"1113","chr10",11873335,11873987,653,"*",6.72,3.47,7.64,-4.17,3.02e-15,6.99e-14
"1114","chr9",95530912,95531476,565,"*",5.84,0.95,6.81,-5.86,3.04e-15,7.03e-14
"1115","chr3",64025709,64026005,297,"*",6.36,-0.2,7.35,-7.54,3.07e-15,7.1e-14
"1116","chr7",116057890,116058343,454,"*",6.75,3.23,7.68,-4.45,3.08e-15,7.11e-14
"1117","chr14",74249267,74249624,358,"*",6.49,-0.2,7.49,-7.68,3.08e-15,7.11e-14
"1118","chr2",201153316,201153783,468,"*",6.1,0.26,7.09,-6.83,3.09e-15,7.13e-14
"1119","chr10",102642979,102643566,588,"*",6.09,1.1,7.07,-5.97,3.13e-15,7.2e-14
"1120","chr21",46836182,46836704,523,"*",6.17,0.54,7.15,-6.61,3.13e-15,7.2e-14
"1121","chr2",208038288,208038806,519,"*",6.35,3.08,7.27,-4.2,3.16e-15,7.27e-14
"1122","chr17",26200611,26201231,621,"*",6.95,3.7,7.87,-4.17,3.16e-15,7.27e-14
"1123","chr19",36044966,36045343,378,"*",6,1.22,6.97,-5.75,3.3e-15,7.58e-14
"1124","chr2",174837112,174837829,718,"*",6.63,2.58,7.59,-5.01,3.34e-15,7.67e-14
"1125","chr2",45134018,45134536,519,"*",6.3,0.26,7.29,-7.02,3.36e-15,7.71e-14
"1126","chr6",33784629,33785008,380,"*",6.05,0.17,7.04,-6.87,3.45e-15,7.9e-14
"1127","chr10",114564175,114564786,612,"*",5.9,1.29,6.87,-5.59,3.46e-15,7.91e-14
"1128","chr20",30292173,30292650,478,"*",5.77,1.22,6.74,-5.52,3.47e-15,7.92e-14
"1129","chr9",127032851,127033453,603,"*",6.04,0.61,7.03,-6.42,3.49e-15,7.97e-14
"1130","chr3",50302050,50303024,975,"*",7.07,3.62,8,-4.38,3.57e-15,8.14e-14
"1131","chr12",121640640,121641252,613,"*",6.33,-0.2,7.32,-7.52,3.59e-15,8.18e-14
"1132","chr9",92270869,92271309,441,"*",6.57,-0.2,7.56,-7.75,3.64e-15,8.3e-14
"1133","chr16",86004230,86004776,547,"*",7.17,4.17,8.08,-3.91,3.65e-15,8.32e-14
"1134","chr9",115901697,115902241,545,"*",6.19,1.66,7.16,-5.5,3.69e-15,8.39e-14
"1135","chr17",70680070,70680744,675,"*",6.63,3.3,7.56,-4.27,3.69e-15,8.39e-14
"1136","chr11",19290520,19290935,416,"*",6.11,1.03,7.09,-6.06,3.73e-15,8.47e-14
"1137","chr2",237520173,237520622,450,"*",6.54,-0.2,7.53,-7.73,3.75e-15,8.51e-14
"1138","chr1",39608327,39608997,671,"*",6.74,3.16,7.68,-4.53,3.76e-15,8.53e-14
"1139","chr2",26901856,26902330,475,"*",6.7,3.43,7.63,-4.2,3.77e-15,8.53e-14
"1140","chr17",16845528,16846312,785,"*",7.11,3.46,8.05,-4.59,3.77e-15,8.53e-14
"1141","chr19",31189288,31189983,696,"*",7.66,4.74,8.56,-3.82,3.87e-15,8.75e-14
"1142","chr8",118414581,118415022,442,"*",6.07,2.17,7.02,-4.85,3.9e-15,8.8e-14
"1143","chr17",55244015,55244603,589,"*",6.48,-0.2,7.47,-7.67,3.94e-15,8.89e-14
"1144","chr9",128375142,128375821,680,"*",6,0.89,6.98,-6.09,3.96e-15,8.94e-14
"1145","chr1",15789454,15790069,616,"*",6.08,1.79,7.04,-5.25,4.02e-15,9.05e-14
"1146","chr20",45443272,45443938,667,"*",6.68,2.99,7.62,-4.63,4.06e-15,9.14e-14
"1147","chr19",39620941,39621435,495,"*",7.37,3.97,8.3,-4.33,4.08e-15,9.17e-14
"1148","chr20",48943855,48944209,355,"*",6.63,3.17,7.56,-4.39,4.09e-15,9.18e-14
"1149","chr3",145833099,145833828,730,"*",7.75,5.03,8.64,-3.61,4.16e-15,9.35e-14
"1150","chr7",1753438,1753982,545,"*",6.26,1.03,7.24,-6.21,4.18e-15,9.38e-14
"1151","chr2",10917557,10917988,432,"*",6.19,2.06,7.15,-5.08,4.21e-15,9.42e-14
"1152","chr10",99168213,99168750,538,"*",6.69,3.19,7.63,-4.43,4.21e-15,9.42e-14
"1153","chr4",25528617,25529025,409,"*",6,0.81,6.98,-6.17,4.33e-15,9.68e-14
"1154","chr4",89005505,89005947,443,"*",6.41,2.43,7.36,-4.93,4.33e-15,9.68e-14
"1155","chr7",102633418,102633929,512,"*",6.63,3.43,7.55,-4.12,4.34e-15,9.69e-14
"1156","chr18",60660230,60660768,539,"*",6.1,0.71,7.08,-6.37,4.4e-15,9.82e-14
"1157","chr14",77470628,77471721,1094,"*",6.05,1.49,7.02,-5.54,4.43e-15,9.88e-14
"1158","chr8",96220137,96220494,358,"*",6.51,-0.2,7.51,-7.7,4.44e-15,9.89e-14
"1159","chr8",96222181,96222878,698,"*",6.86,3.75,7.77,-4.02,4.47e-15,9.94e-14
"1160","chr20",42298983,42299785,803,"*",6.56,3.01,7.5,-4.49,4.47e-15,9.94e-14
"1161","chr7",73547962,73548460,499,"*",6.18,2.14,7.14,-5,4.5e-15,9.99e-14
"1162","chr2",3226326,3227199,874,"*",7.65,4.31,8.58,-4.27,4.55e-15,1.01e-13
"1163","chr1",114579589,114579993,405,"*",5.88,1.24,6.85,-5.61,4.56e-15,1.01e-13
"1164","chr10",43533427,43533782,356,"*",5.91,1.63,6.87,-5.24,4.56e-15,1.01e-13
"1165","chr9",136757320,136758000,681,"*",6.51,2.36,7.47,-5.11,4.59e-15,1.02e-13
"1166","chr9",136728357,136728898,542,"*",6.53,2.65,7.48,-4.82,4.62e-15,1.02e-13
"1167","chr4",1239088,1239765,678,"*",9.17,6.07,10.08,-4.01,4.67e-15,1.03e-13
"1168","chr2",173245197,173245795,599,"*",5.92,0.71,6.9,-6.19,4.68e-15,1.03e-13
"1169","chr10",123802284,123802868,585,"*",6.21,0.26,7.2,-6.94,4.71e-15,1.04e-13
"1170","chr11",82715147,82715788,642,"*",7.3,3.69,8.24,-4.55,4.72e-15,1.04e-13
"1171","chr4",3948394,3948945,552,"*",5.87,1.15,6.84,-5.69,4.73e-15,1.04e-13
"1172","chr9",132320952,132321446,495,"*",6.54,2.36,7.5,-5.14,4.76e-15,1.05e-13
"1173","chr9",14406598,14407409,812,"*",6.88,2.64,7.84,-5.21,4.78e-15,1.05e-13
"1174","chr11",77867037,77867986,950,"*",9.51,6.89,10.38,-3.49,4.83e-15,1.06e-13
"1175","chr12",46595101,46595830,730,"*",8.08,5.18,8.98,-3.8,4.86e-15,1.07e-13
"1176","chr22",43787190,43787723,534,"*",6.45,-0.2,7.44,-7.64,4.86e-15,1.07e-13
"1177","chrX",100706660,100707396,737,"*",6.75,3.38,7.68,-4.3,4.95e-15,1.08e-13
"1178","chr2",65831386,65831892,507,"*",6.21,1.33,7.18,-5.86,4.98e-15,1.09e-13
"1179","chr6",11067533,11068056,524,"*",6.37,-0.2,7.37,-7.56,5.01e-15,1.1e-13
"1180","chr3",168608683,168609205,523,"*",6.56,-0.2,7.56,-7.75,5.03e-15,1.1e-13
